product_id,category,date,daily_demand,is_holiday,is_promotion
Product_1,Books,2023-02-22,161,1,0
Product_1,Books,2023-02-23,105,0,0
Product_1,Books,2023-02-24,327,1,1
Product_1,Books,2023-02-25,304,0,0
Product_1,Books,2023-02-26,122,1,0
Product_1,Books,2023-02-27,11,0,0
Product_1,Books,2023-02-28,494,0,0
Product_1,Books,2023-03-01,135,0,0
Product_1,Books,2023-03-02,169,0,0
Product_1,Books,2023-03-03,448,0,0
Product_1,Books,2023-03-04,264,0,0
Product_1,Books,2023-03-05,107,0,0
Product_1,Books,2023-03-06,249,0,0
Product_1,Books,2023-03-07,196,0,0
Product_1,Books,2023-03-08,157,0,0
Product_1,Books,2023-03-09,355,0,0
Product_1,Books,2023-03-10,361,0,0
Product_1,Books,2023-03-11,433,0,0
Product_1,Books,2023-03-12,138,0,0
Product_1,Books,2023-03-13,443,1,0
Product_1,Books,2023-03-14,108,0,0
Product_1,Books,2023-03-15,121,0,0
Product_1,Books,2023-03-16,11,1,1
Product_1,Books,2023-03-17,462,1,0
Product_1,Books,2023-03-18,18,0,0
Product_1,Books,2023-03-19,217,0,0
Product_1,Books,2023-03-20,129,0,0
Product_1,Books,2023-03-21,122,0,0
Product_1,Books,2023-03-22,349,0,0
Product_1,Books,2023-03-23,482,0,0
Product_1,Books,2023-03-24,393,0,0
Product_1,Books,2023-03-25,172,0,0
Product_1,Books,2023-03-26,170,0,0
Product_1,Books,2023-03-27,313,0,0
Product_1,Books,2023-03-28,144,0,0
Product_1,Books,2023-03-29,185,0,0
Product_1,Books,2023-03-30,384,0,0
Product_1,Books,2023-03-31,239,0,0
Product_1,Books,2023-04-01,292,0,0
Product_1,Books,2023-04-02,106,0,0
Product_1,Books,2023-04-03,462,0,0
Product_1,Books,2023-04-04,13,0,0
Product_1,Books,2023-04-05,26,1,0
Product_1,Books,2023-04-06,55,1,0
Product_1,Books,2023-04-07,242,1,0
Product_1,Books,2023-04-08,311,1,1
Product_1,Books,2023-04-09,490,0,0
Product_1,Books,2023-04-10,425,0,0
Product_1,Books,2023-04-11,137,0,0
Product_1,Books,2023-04-12,63,0,0
Product_1,Books,2023-04-13,289,0,0
Product_1,Books,2023-04-14,160,0,0
Product_1,Books,2023-04-15,395,0,0
Product_1,Books,2023-04-16,402,0,0
Product_1,Books,2023-04-17,486,0,0
Product_1,Books,2023-04-18,315,0,0
Product_1,Books,2023-04-19,400,0,0
Product_1,Books,2023-04-20,330,0,0
Product_1,Books,2023-04-21,151,0,0
Product_1,Books,2023-04-22,101,0,0
Product_1,Books,2023-04-23,456,0,0
Product_1,Books,2023-04-24,72,1,0
Product_1,Books,2023-04-25,67,0,0
Product_1,Books,2023-04-26,335,0,0
Product_1,Books,2023-04-27,110,0,0
Product_1,Books,2023-04-28,117,0,0
Product_1,Books,2023-04-29,374,0,0
Product_1,Books,2023-04-30,364,0,0
Product_1,Books,2023-05-01,278,1,0
Product_1,Books,2023-05-02,156,0,0
Product_1,Books,2023-05-03,101,0,0
Product_1,Books,2023-05-04,483,1,0
Product_1,Books,2023-05-05,402,0,0
Product_1,Books,2023-05-06,131,0,0
Product_1,Books,2023-05-07,135,0,0
Product_1,Books,2023-05-08,246,0,1
Product_1,Books,2023-05-09,496,0,0
Product_1,Books,2023-05-10,358,0,0
Product_1,Books,2023-05-11,153,0,0
Product_1,Books,2023-05-12,294,0,0
Product_1,Books,2023-05-13,103,0,0
Product_1,Books,2023-05-14,213,0,0
Product_1,Books,2023-05-15,350,0,0
Product_1,Books,2023-05-16,231,0,0
Product_1,Books,2023-05-17,255,0,0
Product_1,Books,2023-05-18,232,0,0
Product_1,Books,2023-05-19,105,0,0
Product_1,Books,2023-05-20,13,0,0
Product_1,Books,2023-05-21,267,0,0
Product_1,Books,2023-05-22,484,0,0
Product_1,Books,2023-05-23,172,0,0
Product_1,Books,2023-05-24,188,0,0
Product_1,Books,2023-05-25,74,1,0
Product_1,Books,2023-05-26,53,0,0
Product_1,Books,2023-05-27,311,0,0
Product_1,Books,2023-05-28,44,0,0
Product_1,Books,2023-05-29,102,0,0
Product_1,Books,2023-05-30,427,0,0
Product_1,Books,2023-05-31,323,0,0
Product_1,Books,2023-06-01,422,0,0
Product_1,Books,2023-06-02,258,0,0
Product_1,Books,2023-06-03,417,0,1
Product_1,Books,2023-06-04,45,0,0
Product_1,Books,2023-06-05,161,0,0
Product_1,Books,2023-06-06,277,0,0
Product_1,Books,2023-06-07,226,0,0
Product_1,Books,2023-06-08,378,0,0
Product_1,Books,2023-06-09,351,0,0
Product_1,Books,2023-06-10,109,0,0
Product_1,Books,2023-06-11,85,0,1
Product_1,Books,2023-06-12,232,1,0
Product_1,Books,2023-06-13,376,0,0
Product_1,Books,2023-06-14,405,0,0
Product_1,Books,2023-06-15,493,1,0
Product_1,Books,2023-06-16,48,0,0
Product_1,Books,2023-06-17,432,1,0
Product_1,Books,2023-06-18,172,0,0
Product_1,Books,2023-06-19,155,1,0
Product_1,Books,2023-06-20,451,0,0
Product_1,Books,2023-06-21,16,0,0
Product_1,Books,2023-06-22,402,0,0
Product_1,Books,2023-06-23,14,0,0
Product_1,Books,2023-06-24,145,0,0
Product_1,Books,2023-06-25,154,1,1
Product_1,Books,2023-06-26,141,0,0
Product_1,Books,2023-06-27,284,0,0
Product_1,Books,2023-06-28,100,0,0
Product_1,Books,2023-06-29,135,0,0
Product_1,Books,2023-06-30,229,0,0
Product_1,Books,2023-07-01,465,0,0
Product_1,Books,2023-07-02,10,0,0
Product_1,Books,2023-07-03,200,0,0
Product_1,Books,2023-07-04,426,0,1
Product_1,Books,2023-07-05,53,1,0
Product_1,Books,2023-07-06,312,0,0
Product_1,Books,2023-07-07,212,1,0
Product_1,Books,2023-07-08,156,1,0
Product_1,Books,2023-07-09,242,0,0
Product_1,Books,2023-07-10,10,0,0
Product_1,Books,2023-07-11,153,0,0
Product_1,Books,2023-07-12,339,1,0
Product_1,Books,2023-07-13,469,0,0
Product_1,Books,2023-07-14,131,0,0
Product_1,Books,2023-07-15,195,0,0
Product_1,Books,2023-07-16,366,1,1
Product_1,Books,2023-07-17,456,0,0
Product_1,Books,2023-07-18,221,0,0
Product_1,Books,2023-07-19,406,1,0
Product_1,Books,2023-07-20,91,0,0
Product_1,Books,2023-07-21,418,0,0
Product_1,Books,2023-07-22,251,0,0
Product_1,Books,2023-07-23,298,0,0
Product_1,Books,2023-07-24,248,0,0
Product_1,Books,2023-07-25,72,0,0
Product_1,Books,2023-07-26,186,0,0
Product_1,Books,2023-07-27,108,0,0
Product_1,Books,2023-07-28,320,0,0
Product_1,Books,2023-07-29,360,0,0
Product_1,Books,2023-07-30,32,0,0
Product_1,Books,2023-07-31,467,0,0
Product_1,Books,2023-08-01,466,0,1
Product_1,Books,2023-08-02,214,0,0
Product_1,Books,2023-08-03,497,0,0
Product_1,Books,2023-08-04,81,0,0
Product_1,Books,2023-08-05,447,0,0
Product_1,Books,2023-08-06,277,0,1
Product_1,Books,2023-08-07,487,0,0
Product_1,Books,2023-08-08,121,0,0
Product_1,Books,2023-08-09,238,0,0
Product_1,Books,2023-08-10,444,1,0
Product_1,Books,2023-08-11,235,0,0
Product_1,Books,2023-08-12,295,0,0
Product_1,Books,2023-08-13,491,0,0
Product_1,Books,2023-08-14,481,1,0
Product_1,Books,2023-08-15,115,0,0
Product_1,Books,2023-08-16,397,0,0
Product_1,Books,2023-08-17,282,0,0
Product_1,Books,2023-08-18,43,0,0
Product_1,Books,2023-08-19,135,0,0
Product_1,Books,2023-08-20,380,0,0
Product_1,Books,2023-08-21,345,0,0
Product_1,Books,2023-08-22,17,0,0
Product_1,Books,2023-08-23,290,0,0
Product_1,Books,2023-08-24,102,1,0
Product_1,Books,2023-08-25,60,0,0
Product_1,Books,2023-08-26,101,0,0
Product_1,Books,2023-08-27,335,0,0
Product_1,Books,2023-08-28,355,0,0
Product_1,Books,2023-08-29,227,0,0
Product_1,Books,2023-08-30,258,0,0
Product_1,Books,2023-08-31,65,0,0
Product_1,Books,2023-09-01,70,0,0
Product_1,Books,2023-09-02,17,0,0
Product_1,Books,2023-09-03,216,0,0
Product_1,Books,2023-09-04,23,0,0
Product_1,Books,2023-09-05,225,0,0
Product_1,Books,2023-09-06,196,0,0
Product_1,Books,2023-09-07,120,0,0
Product_1,Books,2023-09-08,283,0,0
Product_1,Books,2023-09-09,24,0,0
Product_1,Books,2023-09-10,37,0,0
Product_1,Books,2023-09-11,240,0,0
Product_1,Books,2023-09-12,34,0,0
Product_1,Books,2023-09-13,77,0,0
Product_1,Books,2023-09-14,155,0,0
Product_1,Books,2023-09-15,43,0,0
Product_1,Books,2023-09-16,245,0,0
Product_1,Books,2023-09-17,15,0,0
Product_1,Books,2023-09-18,452,0,1
Product_1,Books,2023-09-19,238,1,0
Product_1,Books,2023-09-20,286,0,0
Product_1,Books,2023-09-21,13,0,0
Product_1,Books,2023-09-22,359,0,0
Product_1,Books,2023-09-23,256,0,0
Product_1,Books,2023-09-24,238,1,0
Product_1,Books,2023-09-25,331,0,0
Product_1,Books,2023-09-26,344,0,0
Product_1,Books,2023-09-27,495,0,0
Product_1,Books,2023-09-28,344,0,0
Product_1,Books,2023-09-29,182,0,0
Product_1,Books,2023-09-30,127,0,0
Product_1,Books,2023-10-01,29,0,0
Product_1,Books,2023-10-02,99,0,0
Product_1,Books,2023-10-03,391,0,0
Product_1,Books,2023-10-04,268,0,0
Product_1,Books,2023-10-05,19,0,0
Product_1,Books,2023-10-06,395,0,0
Product_1,Books,2023-10-07,330,0,0
Product_1,Books,2023-10-08,274,0,0
Product_1,Books,2023-10-09,428,0,0
Product_1,Books,2023-10-10,327,0,0
Product_1,Books,2023-10-11,382,0,0
Product_1,Books,2023-10-12,85,0,0
Product_1,Books,2023-10-13,329,0,0
Product_1,Books,2023-10-14,337,0,0
Product_1,Books,2023-10-15,325,0,0
Product_1,Books,2023-10-16,14,0,0
Product_1,Books,2023-10-17,71,0,0
Product_1,Books,2023-10-18,98,0,0
Product_1,Books,2023-10-19,113,0,0
Product_1,Books,2023-10-20,431,0,0
Product_1,Books,2023-10-21,490,0,0
Product_1,Books,2023-10-22,459,0,0
Product_1,Books,2023-10-23,444,0,0
Product_1,Books,2023-10-24,76,0,0
Product_1,Books,2023-10-25,457,0,0
Product_1,Books,2023-10-26,298,0,0
Product_1,Books,2023-10-27,429,1,0
Product_1,Books,2023-10-28,494,0,0
Product_1,Books,2023-10-29,205,0,0
Product_1,Books,2023-10-30,132,0,0
Product_1,Books,2023-10-31,406,0,0
Product_1,Books,2023-11-01,225,0,0
Product_1,Books,2023-11-02,145,0,0
Product_1,Books,2023-11-03,341,0,0
Product_1,Books,2023-11-04,124,0,0
Product_1,Books,2023-11-05,308,0,0
Product_1,Books,2023-11-06,263,1,0
Product_1,Books,2023-11-07,209,0,0
Product_1,Books,2023-11-08,372,0,0
Product_1,Books,2023-11-09,455,0,0
Product_1,Books,2023-11-10,113,0,0
Product_1,Books,2023-11-11,365,1,0
Product_1,Books,2023-11-12,302,0,0
Product_1,Books,2023-11-13,101,0,0
Product_1,Books,2023-11-14,60,0,0
Product_1,Books,2023-11-15,223,1,0
Product_1,Books,2023-11-16,110,1,0
Product_1,Books,2023-11-17,191,0,0
Product_1,Books,2023-11-18,447,0,0
Product_1,Books,2023-11-19,158,0,0
Product_1,Books,2023-11-20,211,0,0
Product_1,Books,2023-11-21,434,0,0
Product_1,Books,2023-11-22,99,1,0
Product_1,Books,2023-11-23,219,0,0
Product_1,Books,2023-11-24,137,0,0
Product_1,Books,2023-11-25,188,0,0
Product_1,Books,2023-11-26,189,0,0
Product_1,Books,2023-11-27,186,0,0
Product_1,Books,2023-11-28,163,0,0
Product_1,Books,2023-11-29,464,1,0
Product_1,Books,2023-11-30,157,0,0
Product_1,Books,2023-12-01,198,0,0
Product_1,Books,2023-12-02,233,0,0
Product_1,Books,2023-12-03,388,0,0
Product_1,Books,2023-12-04,167,0,0
Product_1,Books,2023-12-05,295,0,0
Product_1,Books,2023-12-06,266,0,0
Product_1,Books,2023-12-07,203,0,0
Product_1,Books,2023-12-08,231,0,0
Product_1,Books,2023-12-09,394,0,0
Product_1,Books,2023-12-10,140,0,0
Product_1,Books,2023-12-11,375,0,0
Product_1,Books,2023-12-12,64,0,0
Product_1,Books,2023-12-13,358,0,0
Product_1,Books,2023-12-14,332,0,0
Product_1,Books,2023-12-15,337,0,0
Product_1,Books,2023-12-16,76,0,0
Product_1,Books,2023-12-17,273,0,0
Product_1,Books,2023-12-18,87,0,0
Product_1,Books,2023-12-19,409,0,0
Product_1,Books,2023-12-20,478,0,0
Product_1,Books,2023-12-21,475,0,0
Product_1,Books,2023-12-22,160,0,0
Product_1,Books,2023-12-23,412,0,0
Product_1,Books,2023-12-24,11,1,0
Product_1,Books,2023-12-25,20,0,0
Product_1,Books,2023-12-26,480,0,0
Product_1,Books,2023-12-27,302,0,0
Product_1,Books,2023-12-28,235,0,0
Product_1,Books,2023-12-29,351,0,0
Product_1,Books,2023-12-30,167,0,0
Product_1,Books,2023-12-31,137,0,0
Product_2,Electronics,2023-01-01,23,0,0
Product_2,Electronics,2023-01-02,290,0,0
Product_2,Electronics,2023-01-03,244,0,0
Product_2,Electronics,2023-01-04,38,0,0
Product_2,Electronics,2023-01-05,84,0,0
Product_2,Electronics,2023-01-06,51,0,0
Product_2,Electronics,2023-01-07,26,0,0
Product_2,Electronics,2023-01-08,85,0,0
Product_2,Electronics,2023-01-09,478,0,0
Product_2,Electronics,2023-01-10,228,0,0
Product_2,Electronics,2023-01-11,318,0,0
Product_2,Electronics,2023-01-12,419,0,0
Product_2,Electronics,2023-01-13,55,0,0
Product_2,Electronics,2023-01-14,372,0,0
Product_2,Electronics,2023-01-15,380,0,0
Product_2,Electronics,2023-01-16,305,0,0
Product_2,Electronics,2023-01-17,196,0,0
Product_2,Electronics,2023-01-18,107,0,1
Product_2,Electronics,2023-01-19,415,0,0
Product_2,Electronics,2023-01-20,45,0,0
Product_2,Electronics,2023-01-21,253,0,0
Product_2,Electronics,2023-01-22,374,0,0
Product_2,Electronics,2023-01-23,459,0,0
Product_2,Electronics,2023-01-24,26,0,0
Product_2,Electronics,2023-01-25,113,0,0
Product_2,Electronics,2023-01-26,140,0,0
Product_2,Electronics,2023-01-27,444,0,0
Product_2,Electronics,2023-01-28,284,0,0
Product_2,Electronics,2023-01-29,314,0,1
Product_2,Electronics,2023-01-30,320,0,0
Product_2,Electronics,2023-01-31,89,0,0
Product_2,Electronics,2023-02-01,158,0,0
Product_2,Electronics,2023-02-02,473,0,0
Product_2,Electronics,2023-02-03,98,0,0
Product_2,Electronics,2023-02-04,498,1,0
Product_2,Electronics,2023-02-05,275,0,1
Product_2,Electronics,2023-02-06,291,0,0
Product_2,Electronics,2023-02-07,279,0,0
Product_2,Electronics,2023-02-08,380,1,1
Product_2,Electronics,2023-02-09,224,0,0
Product_2,Electronics,2023-02-10,381,0,0
Product_2,Electronics,2023-02-11,499,0,0
Product_2,Electronics,2023-02-12,161,0,0
Product_2,Electronics,2023-02-13,107,0,0
Product_2,Electronics,2023-02-14,483,0,0
Product_2,Electronics,2023-02-15,24,0,0
Product_2,Electronics,2023-02-16,479,0,0
Product_2,Electronics,2023-02-17,25,0,0
Product_2,Electronics,2023-02-18,459,0,0
Product_2,Electronics,2023-02-19,423,0,0
Product_2,Electronics,2023-02-20,283,1,0
Product_2,Electronics,2023-02-21,48,0,0
Product_2,Electronics,2023-02-22,486,0,0
Product_2,Electronics,2023-02-23,281,0,1
Product_2,Electronics,2023-02-24,275,0,0
Product_2,Electronics,2023-02-25,349,0,0
Product_2,Electronics,2023-02-26,12,0,0
Product_2,Electronics,2023-02-27,333,0,0
Product_2,Electronics,2023-02-28,441,0,1
Product_2,Electronics,2023-03-01,82,0,0
Product_2,Electronics,2023-03-02,461,0,0
Product_2,Electronics,2023-03-03,70,0,0
Product_2,Electronics,2023-03-04,304,0,0
Product_2,Electronics,2023-03-05,20,1,1
Product_2,Electronics,2023-03-06,208,1,0
Product_2,Electronics,2023-03-07,157,0,0
Product_2,Electronics,2023-03-08,252,0,0
Product_2,Electronics,2023-03-09,235,0,0
Product_2,Electronics,2023-03-10,268,0,0
Product_2,Electronics,2023-03-11,63,1,0
Product_2,Electronics,2023-03-12,108,0,0
Product_2,Electronics,2023-03-13,388,0,0
Product_2,Electronics,2023-03-14,71,1,0
Product_2,Electronics,2023-03-15,236,0,0
Product_2,Electronics,2023-03-16,98,0,0
Product_2,Electronics,2023-03-17,107,0,0
Product_2,Electronics,2023-03-18,132,0,0
Product_2,Electronics,2023-03-19,418,0,0
Product_2,Electronics,2023-03-20,472,0,0
Product_2,Electronics,2023-03-21,452,0,0
Product_2,Electronics,2023-03-22,47,0,0
Product_2,Electronics,2023-03-23,99,0,1
Product_2,Electronics,2023-03-24,185,0,0
Product_2,Electronics,2023-03-25,90,0,0
Product_2,Electronics,2023-03-26,327,0,0
Product_2,Electronics,2023-03-27,65,0,0
Product_2,Electronics,2023-03-28,470,0,0
Product_2,Electronics,2023-03-29,156,0,0
Product_2,Electronics,2023-03-30,68,0,0
Product_2,Electronics,2023-03-31,372,0,0
Product_2,Electronics,2023-04-01,365,0,0
Product_2,Electronics,2023-04-02,16,0,1
Product_2,Electronics,2023-04-03,258,0,0
Product_2,Electronics,2023-04-04,403,0,0
Product_2,Electronics,2023-04-05,48,0,0
Product_2,Electronics,2023-04-06,215,0,0
Product_2,Electronics,2023-04-07,459,0,0
Product_2,Electronics,2023-04-08,122,0,0
Product_2,Electronics,2023-04-09,363,0,0
Product_2,Electronics,2023-04-10,172,0,0
Product_2,Electronics,2023-04-11,464,0,1
Product_2,Electronics,2023-04-12,328,0,0
Product_2,Electronics,2023-04-13,46,0,0
Product_2,Electronics,2023-04-14,361,0,0
Product_2,Electronics,2023-04-15,201,0,0
Product_2,Electronics,2023-04-16,403,0,0
Product_2,Electronics,2023-04-17,129,0,0
Product_2,Electronics,2023-04-18,201,0,0
Product_2,Electronics,2023-04-19,260,0,0
Product_2,Electronics,2023-04-20,16,0,0
Product_2,Electronics,2023-04-21,376,0,0
Product_2,Electronics,2023-04-22,67,0,0
Product_2,Electronics,2023-04-23,235,1,0
Product_2,Electronics,2023-04-24,406,0,0
Product_2,Electronics,2023-04-25,294,0,0
Product_2,Electronics,2023-04-26,139,0,0
Product_2,Electronics,2023-04-27,468,0,1
Product_2,Electronics,2023-04-28,245,0,0
Product_2,Electronics,2023-04-29,312,0,0
Product_2,Electronics,2023-04-30,271,0,0
Product_2,Electronics,2023-05-01,266,0,0
Product_2,Electronics,2023-05-02,171,0,0
Product_2,Electronics,2023-05-03,290,0,0
Product_2,Electronics,2023-05-04,217,0,0
Product_2,Electronics,2023-05-05,482,0,0
Product_2,Electronics,2023-05-06,88,0,0
Product_2,Electronics,2023-05-07,208,0,0
Product_2,Electronics,2023-05-08,190,1,1
Product_2,Electronics,2023-05-09,413,0,0
Product_2,Electronics,2023-05-10,215,0,0
Product_2,Electronics,2023-05-11,349,0,0
Product_2,Electronics,2023-05-12,453,0,0
Product_2,Electronics,2023-05-13,126,0,0
Product_2,Electronics,2023-05-14,73,0,0
Product_2,Electronics,2023-05-15,283,0,0
Product_2,Electronics,2023-05-16,104,0,0
Product_2,Electronics,2023-05-17,226,0,0
Product_2,Electronics,2023-05-18,401,0,0
Product_2,Electronics,2023-05-19,50,0,1
Product_2,Electronics,2023-05-20,169,0,0
Product_2,Electronics,2023-05-21,101,0,0
Product_2,Electronics,2023-05-22,425,1,0
Product_2,Electronics,2023-05-23,234,0,0
Product_2,Electronics,2023-05-24,426,0,0
Product_2,Electronics,2023-05-25,112,0,0
Product_2,Electronics,2023-05-26,183,0,0
Product_2,Electronics,2023-05-27,115,0,0
Product_2,Electronics,2023-05-28,468,0,0
Product_2,Electronics,2023-05-29,18,1,0
Product_2,Electronics,2023-05-30,425,0,0
Product_2,Electronics,2023-05-31,337,0,0
Product_2,Electronics,2023-06-01,327,0,0
Product_2,Electronics,2023-06-02,468,0,0
Product_2,Electronics,2023-06-03,323,0,0
Product_2,Electronics,2023-06-04,136,0,0
Product_2,Electronics,2023-06-05,468,0,0
Product_2,Electronics,2023-06-06,21,0,0
Product_2,Electronics,2023-06-07,131,0,0
Product_2,Electronics,2023-06-08,182,0,0
Product_2,Electronics,2023-06-09,192,0,0
Product_2,Electronics,2023-06-10,463,0,0
Product_2,Electronics,2023-06-11,361,0,0
Product_2,Electronics,2023-06-12,421,0,0
Product_2,Electronics,2023-06-13,102,0,0
Product_2,Electronics,2023-06-14,400,0,0
Product_2,Electronics,2023-06-15,168,0,0
Product_2,Electronics,2023-06-16,302,0,0
Product_2,Electronics,2023-06-17,29,0,0
Product_2,Electronics,2023-06-18,444,0,0
Product_2,Electronics,2023-06-19,126,0,0
Product_2,Electronics,2023-06-20,344,1,0
Product_2,Electronics,2023-06-21,435,1,0
Product_2,Electronics,2023-06-22,134,0,0
Product_2,Electronics,2023-06-23,49,0,0
Product_2,Electronics,2023-06-24,291,0,0
Product_2,Electronics,2023-06-25,96,0,0
Product_2,Electronics,2023-06-26,11,0,0
Product_2,Electronics,2023-06-27,50,0,0
Product_2,Electronics,2023-06-28,120,0,0
Product_2,Electronics,2023-06-29,93,0,0
Product_2,Electronics,2023-06-30,388,0,0
Product_2,Electronics,2023-07-01,172,0,0
Product_2,Electronics,2023-07-02,433,0,0
Product_2,Electronics,2023-07-03,416,0,0
Product_2,Electronics,2023-07-04,204,0,0
Product_2,Electronics,2023-07-05,102,0,0
Product_2,Electronics,2023-07-06,266,0,0
Product_2,Electronics,2023-07-07,469,0,0
Product_2,Electronics,2023-07-08,477,0,0
Product_2,Electronics,2023-07-09,184,0,0
Product_2,Electronics,2023-07-10,129,0,0
Product_2,Electronics,2023-07-11,216,0,0
Product_2,Electronics,2023-07-12,413,0,0
Product_2,Electronics,2023-07-13,302,1,0
Product_2,Electronics,2023-07-14,128,0,0
Product_2,Electronics,2023-07-15,68,0,0
Product_2,Electronics,2023-07-16,215,0,0
Product_2,Electronics,2023-07-17,251,1,0
Product_2,Electronics,2023-07-18,491,0,1
Product_2,Electronics,2023-07-19,48,0,0
Product_2,Electronics,2023-07-20,187,0,0
Product_2,Electronics,2023-07-21,160,0,0
Product_2,Electronics,2023-07-22,345,1,0
Product_2,Electronics,2023-07-23,17,1,0
Product_2,Electronics,2023-07-24,273,0,0
Product_2,Electronics,2023-07-25,95,0,0
Product_2,Electronics,2023-07-26,128,1,0
Product_2,Electronics,2023-07-27,123,0,0
Product_2,Electronics,2023-07-28,312,0,0
Product_2,Electronics,2023-07-29,337,0,0
Product_2,Electronics,2023-07-30,10,0,0
Product_2,Electronics,2023-07-31,62,0,0
Product_2,Electronics,2023-08-01,455,0,1
Product_2,Electronics,2023-08-02,463,0,0
Product_2,Electronics,2023-08-03,98,0,0
Product_2,Electronics,2023-08-04,86,0,0
Product_2,Electronics,2023-08-05,107,0,0
Product_2,Electronics,2023-08-06,111,0,0
Product_2,Electronics,2023-08-07,406,0,0
Product_2,Electronics,2023-08-08,340,0,0
Product_2,Electronics,2023-08-09,464,0,0
Product_2,Electronics,2023-08-10,85,0,0
Product_2,Electronics,2023-08-11,412,0,0
Product_2,Electronics,2023-08-12,314,0,0
Product_2,Electronics,2023-08-13,111,0,0
Product_2,Electronics,2023-08-14,119,0,0
Product_2,Electronics,2023-08-15,274,0,0
Product_2,Electronics,2023-08-16,313,0,0
Product_2,Electronics,2023-08-17,230,0,0
Product_2,Electronics,2023-08-18,491,0,0
Product_2,Electronics,2023-08-19,237,0,0
Product_2,Electronics,2023-08-20,335,0,0
Product_2,Electronics,2023-08-21,436,0,0
Product_2,Electronics,2023-08-22,345,0,0
Product_2,Electronics,2023-08-23,290,0,0
Product_2,Electronics,2023-08-24,333,1,0
Product_2,Electronics,2023-08-25,299,0,0
Product_2,Electronics,2023-08-26,382,0,0
Product_2,Electronics,2023-08-27,248,0,0
Product_2,Electronics,2023-08-28,115,0,0
Product_2,Electronics,2023-08-29,442,1,0
Product_2,Electronics,2023-08-30,359,0,0
Product_2,Electronics,2023-08-31,83,0,0
Product_2,Electronics,2023-09-01,456,0,0
Product_2,Electronics,2023-09-02,307,1,0
Product_2,Electronics,2023-09-03,383,0,0
Product_2,Electronics,2023-09-04,385,0,0
Product_2,Electronics,2023-09-05,150,0,0
Product_2,Electronics,2023-09-06,223,0,0
Product_2,Electronics,2023-09-07,280,0,0
Product_2,Electronics,2023-09-08,134,1,0
Product_2,Electronics,2023-09-09,58,0,0
Product_2,Electronics,2023-09-10,59,0,0
Product_2,Electronics,2023-09-11,176,0,0
Product_2,Electronics,2023-09-12,173,0,0
Product_2,Electronics,2023-09-13,78,0,0
Product_2,Electronics,2023-09-14,235,0,0
Product_2,Electronics,2023-09-15,159,0,0
Product_2,Electronics,2023-09-16,485,0,0
Product_2,Electronics,2023-09-17,466,0,0
Product_2,Electronics,2023-09-18,263,0,0
Product_2,Electronics,2023-09-19,272,0,0
Product_2,Electronics,2023-09-20,383,0,0
Product_2,Electronics,2023-09-21,468,1,0
Product_2,Electronics,2023-09-22,28,0,0
Product_2,Electronics,2023-09-23,297,0,0
Product_2,Electronics,2023-09-24,241,0,0
Product_2,Electronics,2023-09-25,82,0,0
Product_2,Electronics,2023-09-26,434,0,0
Product_2,Electronics,2023-09-27,325,0,0
Product_2,Electronics,2023-09-28,36,0,0
Product_2,Electronics,2023-09-29,209,0,0
Product_2,Electronics,2023-09-30,390,0,0
